Sha,Message,IsBugFix,Message,Response
27b452bebeafc96a5a57d207f4eae0207c257354,"Update to net core 3 (#305)",True,"Software update likely includes bugfixes for net core version transition","{""IsBugFix"": true, ""Reason"": ""Software update likely includes bugfixes for net core version transition""}"
26094f1c420f19d5f72191e8fea081f15dd864d0,"Merge pull request #308 from colombod/feature/fix_tests",True,"The commit is a merge from pull request intended to fix tests.","{""IsBugFix"": true, ""Reason"": ""The commit is a merge from pull request intended to fix tests.""}"
dfaca0dafc5720e46d15c4a1c3f6fe7f6d29e686,"Merge pull request #312 from akshita31/openDocuments",False,"The merge pull request is not directly described as a bugfix. Merges generally do not indicate the fixing of specific bugs unless explicitly mentioned.","{""IsBugFix"": false, ""Reason"": ""The merge pull request is not directly described as a bugfix. Merges generally do not indicate the fixing of specific bugs unless explicitly mentioned.""}"
07fa19524a85b64fd1f64de8e6b84d48d5b6b597,"Merge pull request #311 from rchande/dev/rchande/content-root",False,"This is a merge pull request with no net change in lines","{""IsBugFix"": false, ""Reason"": ""This is a merge pull request with no net change in lines""}"
ededbcf881833b3e48373aed0c083b5535111253,"Merge pull request #309 from colombod/feature/pound_processor",False,"The commit is a merge pull request for new feature development","{""IsBugFix"": false, ""Reason"": ""The commit is a merge pull request for new feature development""}"
52de051251e27f0d5d21a3ed4ab80011334c41db,"Enable tests (#314)",True,"All actions related to enabling tests are typically for improving code quality and may indirectly fix bugs through better test coverage.","{""IsBugFix"": true, ""Reason"": ""All actions related to enabling tests are typically for improving code quality and may indirectly fix bugs through better test coverage.""}"
01642596d1ef536de71653d3f181114a7e42c5f4,"Merge pull request #296 from jonsequitur/utf8-console-output",False,"Merging a PR from another repository does not indicate a bugfix","{""IsBugFix"": false, ""Reason"": ""Merging a PR from another repository does not indicate a bugfix""}"
a32a37067cc44600c7ea6a8e16da0ec611a2d298,"Merge pull request #319 from colombod/feature/middleware_pipeline",False,"This commit is a merge of feature requests rather than bugfixing","{""IsBugFix"": false, ""Reason"": ""This commit is a merge of feature requests rather than bugfixing""}"
925427a7a600b6d1263670932248853f99016602,"Merge pull request #320 from jonsequitur/pipelined-repl-wip",False,"The commit message suggests a merge rather than fixing a bug","{""IsBugFix"": false, ""Reason"": ""The commit message suggests a merge rather than fixing a bug""}"
7d5a7eb97e8fcaf519f7a7caffcf574c98bf1de9,"Merge pull request #321 from akshita31/use_domains_wisely",False,"Merging of PRs is not considered a bugfix commit","{""IsBugFix"": false, ""Reason"": ""Merging of PRs is not considered a bugfix commit""}"
bff6ec5cd33d835faa6fb477bf866fd63c49c199,"Merge pull request #316 from rchande/dev/rchande/build-js-to-correct-location",False,"Merge pull request from a different repository indicates collaboration rather than fixing a bug directly","{""IsBugFix"": false, ""Reason"": ""Merge pull request from a different repository indicates collaboration rather than fixing a bug directly""}"
ee477a60e4cbfa460efdab90c7ad5b8c20c2012e,"Use the project asset only if the command line succeeded (#270)",,"{""IsBugFix"": true or false (depending on context), ""Reason"": ""If the commit message indicates solving a specific issue or bug related to command line success, it can be considered a bugfix. The given message suggests addressing a conditional use scenario which may relate to resolving an earlier","{""IsBugFix"": true or false (depending on context), ""Reason"": ""If the commit message indicates solving a specific issue or bug related to command line success, it can be considered a bugfix. The given message suggests addressing a conditional use scenario which may relate to resolving an earlier"
1ba0fc99a49d67b7e697a86e2ec9a8a0cd1f1f98,"Merge pull request #323 from colombod/feature/fix_error_report_bug",True,"The commit message refers to fixing an 'error report bug' which indicates it is likely addressing a specific issue or defect.","{""IsBugFix"": true, ""Reason"": ""The commit message refers to fixing an 'error report bug' which indicates it is likely addressing a specific issue or defect.""}"
541fa72354cfa8e8db91892e97c2118441157b04,"Merge pull request #324 from colombod/feature/fix_tool_content",True,"Merged a pull request addressing an issue","{""IsBugFix"": true, ""Reason"": ""Merged a pull request addressing an issue""}"
0c899489c62505432134b62462de10efcd47d4ab,"Merge pull request #322 from jonsequitur/rendering-cleanup",False,"Merging a pull request from another repository and involving deletions does not necessarily indicate a bugfix.","{""IsBugFix"": false, ""Reason"": ""Merging a pull request from another repository and involving deletions does not necessarily indicate a bugfix.""}"
69d8a1667504d16879f26de44d3e64befebd944c,"Merge pull request #325 from colombod/feature/enable_intellisense",False,"Merging pull requests and changes to files are not indicative of a bugfix","{    ""IsBugFix"": false,     ""Reason"": ""Merging pull requests and changes to files are not indicative of a bugfix"" }"
a44de3a68dfc42ba2e4f0a08634fe7c2e26e6313,"Use http in hosted mode (#326)",True,"Adjustment for hosted mode to use HTTP likely addresses a specific issue or improves functionality","{""IsBugFix"": true, ""Reason"": ""Adjustment for hosted mode to use HTTP likely addresses a specific issue or improves functionality"" }"
e0945bd747885909c52bde5fefcc5fd0af95f170,"Merge pull request #329 from dotnet/dependabot/npm_and_yarn/Microsoft.DotNet.Try.Client/lodash-es-4.17.14",False,"It's a merge request from Dependabot for lodash-es update","{""IsBugFix"": false, ""Reason"": ""It's a merge request from Dependabot for lodash-es update""}"
3f9fd4667f63c91d89af4a8fe31fa9f5da59cad7,"Merge pull request #332 from colombod/feature/skip_js_in_vs_build",False,"This is a merge pull request with no indication of fixing bugs","{""IsBugFix"": false, ""Reason"": ""This is a merge pull request with no indication of fixing bugs""}"
77d8b8c4d490bc04411a9c76f8d8b454722f437a,"Merge pull request #331 from jonsequitur/interactive-rendering",False,"The message indicates a merge request which doesn't confirm it as a bugfix commit","{""IsBugFix"": false, ""Reason"": ""The message indicates a merge request which doesn't confirm it as a bugfix commit""}"
1f24718586af7749f3366e9f3dc6410503665c24,"Integration test  (#317)",True,"The message and context suggest an intention to correct a problem with tests possibly related to previous bugs","{""IsBugFix"": true, ""Reason"": ""The message and context suggest an intention to correct a problem with tests possibly related to previous bugs""}"
7ea412fc1cc9373898a0653f33666a5de106facf,"Merge pull request #330 from colombod/feature/kernel_intellisense",False,"The commit is a merge pull request without explicit mention of fixing a bug","{""IsBugFix"": false, ""Reason"": ""The commit is a merge pull request without explicit mention of fixing a bug""}"
ba513f5329cd1c7cb7459bd4300e17c1144d75fc,"Merge pull request #336 from jonsequitur/extend-directive",False,"The commit is a merge pull request with no specific bugfixes mentioned","{""IsBugFix"": false, ""Reason"": ""The commit is a merge pull request with no specific bugfixes mentioned""}"
15199665621cc78b4f26e348236aed546bf5645a,"Merge pull request #337 from colombod/feature/interactive_project",False,"The commit is a merge pull request with added features rather than fixing a bug","{""IsBugFix"": false, ""Reason"": ""The commit is a merge pull request with added features rather than fixing a bug""}"
7a643a1a95a2847299da0ef6b2a41d6d930a2239,"add up-to-date CI check (#335)",False,"Increased lines and added files do not indicate a bug fix","{""IsBugFix"": false, ""Reason"": ""Increased lines and added files do not indicate a bug fix""}"
71f8672344be227eb2c557664802c7aa69ab3d8b,"Condition integration tests on env var RUN_DOTNET_TRY_INTEGRATION_TESTS (#338)",True,"Integration tests related to run conditions are typically part of bug fixes for ensuring the code executes as expected.","{""IsBugFix"": true, ""Reason"": ""Integration tests related to run conditions are typically part of bug fixes for ensuring the code executes as expected.""}"
0fd2e197e62d54090c591584b3a392bf42fcc7d8,"Merge pull request #341 from jonsequitur/automatically-load-renderer",False,"The commit appears to be a merge pull request rather than a bugfix commit.","{""IsBugFix"": false, ""Reason"": ""The commit appears to be a merge pull request rather than a bugfix commit.""}"
8f84341db2fdaedca985b73ba5cf3af48064733d,"#r nuget package (#339)",True,"Package update which could potentially fix bugs","{""IsBugFix"": true, ""Reason"": ""Package update which could potentially fix bugs""}"
c4ca8e0822d5184f4aa91dbde41c070aaa291251,"don't publish build logs during integration run; they're not produced (#340)",True,"Suggested not publishing build logs to prevent potential information leakage","{""IsBugFix"": true, ""Reason"": ""Suggested not publishing build logs to prevent potential information leakage""}"
4fd6b76f3cf0298fd6fe66c1fdd1640937e2e1ed,"Merge pull request #343 from colombod/feature/console_writeline",False,"The commit is a merge pull request with the intention to add features rather than fixing bugs.","{""IsBugFix"": false, ""Reason"": ""The commit is a merge pull request with the intention to add features rather than fixing bugs.""}"
013f178280846dbab8eddd25068bfbffb2c32798,"Merge pull request #344 from rchande/dev/rchande/async-output",False,"The commit is a merge and does not specifically address or fix a bug.","{""IsBugFix"": false, ""Reason"": ""The commit is a merge and does not specifically address or fix a bug.""}"
415effbaced0e5211735b2afc824697fe6472be4,"update internal builds to use VS2019 (#346)",True,"Updating build environments can mitigate future bugs","{""IsBugFix"": true, ""Reason"": ""Updating build environments can mitigate future bugs""}"
313d410641e0d3df9951e94cdb7fa4c65e2ad71b,"always include the `wwwroot/` directory (#349)",True,"Requesting inclusion of a directory to presumably fix an omission or incorrect exclusion in the project setup","{""IsBugFix"": true, ""Reason"": ""Requesting inclusion of a directory to presumably fix an omission or incorrect exclusion in the project setup""}"
8a8d899cdb0fb73e7c3da5248afc95f362946fd4,"Merge pull request #348 from jonsequitur/table-autoformatter",False,"Merging pull requests often represent integration of new commits rather than bug fixes independently.","{""IsBugFix"": false, ""Reason"": ""Merging pull requests often represent integration of new commits rather than bug fixes independently.""}"
b8eda72f4c02f7bc04c5090c13a5ea94c78230af,"Merge pull request #351 from dotnet/eerhardt-UseExtendDirective",False,"The commit is a merge and not a direct fix","{""IsBugFix"": false, ""Reason"": ""The commit is a merge and not a direct fix""}"
6b43ce4c6037ea9707b3f7def063328d39885ca9,"Merge pull request #355 from jonsequitur/bug-fixes",True,"This commit includes a merge from a repository dedicated to bug fixes and it has lines of code changes","{""IsBugFix"": true, ""Reason"": ""This commit includes a merge from a repository dedicated to bug fixes and it has lines of code changes""}"
e359a87218132c8c99f7b49d9b6da8b1221e216f,"Merge pull request #356 from dotnet/AssemblyLoad",False,"The commit is a merge request instead of an individual bugfix","{""IsBugFix"": false, ""Reason"": ""The commit is a merge request instead of an individual bugfix""}"
81aeca3a7f97d5a76234e181a39492d614c18ab6,"Command to install the .NET kernel (#334)",False,"Installs a component rather than fixes a bug","{""IsBugFix"": false, ""Reason"": ""Installs a component rather than fixes a bug""}"
786686393929a4aa7852e33023e8bff683aefbd1,"Do the preview 7 thing (#347)",True,"Incremental work on a feature or component (#347) suggests improving existing code","{   ""IsBugFix"": true,   ""Reason"": ""Incremental work on a feature or component (#347) suggests improving existing code"" }"
f3c149c6b44053ba769381723ca1c1359f3e66c7,"Merge pull request #361 from akshita31/fix_typo",False,"The commit is a merge and does not indicate fixing an existing bug","{""IsBugFix"": false, ""Reason"": ""The commit is a merge and does not indicate fixing an existing bug""}"
727401ebe2b1673f3c6f7c370638b7f9e5d25795,"Merge pull request #360 from jonsequitur/display-method",False,"A merge pull request typically represents the integration of changes from another branch and does not specifically indicate a bugfix.","{""IsBugFix"": false, ""Reason"": ""A merge pull request typically represents the integration of changes from another branch and does not specifically indicate a bugfix.""}"
f42965c65f0d523e8e4203d588913434a13fc326,"update install script to be arcade-aware (#364)",True,"The commit message suggests an update to make the installation script compatible with arcade-specific scenarios, which can be considered a bug fix related to compatibility issues.","{""IsBugFix"": true, ""Reason"": ""The commit message suggests an update to make the installation script compatible with arcade-specific scenarios, which can be considered a bug fix related to compatibility issues.""}"
158efa1edbebfa91b04af4c5e7a9c01b072a2c48,"stdio kernel server (#363)",True,"Indicative of fixing a specific issue as the commit message references 'stdio kernel server' numbered (#363)","{""IsBugFix"": true, ""Reason"": ""Indicative of fixing a specific issue as the commit message references 'stdio kernel server' numbered (#363)""}"
a0c372d79b6f1d08809e173539b621f70c123ed6,"check for null HtmlNode and report error (#252)",True,"The commit message indicates a specific bug fix for null reference","{""IsBugFix"": true, ""Reason"": ""The commit message indicates a specific bug fix for null reference""}"
61ce059a60d99d657820e4bb5500b730289bbd3c,"Merge pull request #367 from jonsequitur/display-helper-improvements",False,"This is a merge pull request rather than an explicit bug fix commit","{""IsBugFix"": false, ""Reason"": ""This is a merge pull request rather than an explicit bug fix commit""}"
1de8cb9ca75342f996b6e92a8a81d256128d6ce1,"Add xplot support (#365)",False,"The commit is about feature addition (xplot support) rather than fixing a bug","{""IsBugFix"": false, ""Reason"": ""The commit is about feature addition (xplot support) rather than fixing a bug""}"
ea44cb8474ef30e18a7076cd06d7cef2d0ac5a88,"Don't hardcode type conversion (#368)",True,"Addressing a specific issue (type conversion) with the given commit hash reflects bugfix intent","{""IsBugFix"": true, ""Reason"": ""Addressing a specific issue (type conversion) with the given commit hash reflects bugfix intent""}"
61f79b049aa81c001508b799dc79605c4ddb41fd,"Merge pull request #369 from colombod/feature/fix_tool_build_script",True,"The commit message mentions fixing a tool build script, which suggests the purpose of addressing a bug in that area","{""IsBugFix"": true, ""Reason"": ""The commit message mentions fixing a tool build script, which suggests the purpose of addressing a bug in that area""}"
f872dc2e1ffe6dcdc7124314b2bd69cd82437831,"Merge pull request #370 from jonsequitur/add-Javascript-helper",False,"This is a merge commit with no indication of bug fixes","{""IsBugFix"": false, ""Reason"": ""This is a merge commit with no indication of bug fixes""}"
808a8b7eea0bcd6122087c112b01ac904f702ed6,"start building mls.blazor package (#374)",False,"Versioning and packaging of software","{""IsBugFix"": false, ""Reason"": ""Versioning and packaging of software""}"
1c7449a9adaf6b0e9ad7800284a696d22bef8583,"Show error and message both when commandline result has failure (#378)",True,"Changes made to resolve a failure in commandline test results","{""IsBugFix"": true, ""Reason"": ""Changes made to resolve a failure in commandline test results""}"
d31d2ee613acb216ff678d6283143f3fd6a2382b,"Also pack wasmcoderunner (#376)",True,"Packaging a project (wasmcoderunner) typically involves fixing issues or preparing the code for release which can be considered as a bugfix effort.","{""IsBugFix"": true, ""Reason"": ""Packaging a project (wasmcoderunner) typically involves fixing issues or preparing the code for release which can be considered as a bugfix effort.""}"
a5b71c535298b120b3f7af9eefd53c3f6b5ff1ed,"Use a specific version of plotly and a context (#383)",True,"Changing a dependency to version plotly can fix issues related to incompatibility","{""IsBugFix"": true, ""Reason"": ""Changing a dependency to version plotly can fix issues related to incompatibility""}"
ea944f908cb0e4fb9a3d5edcad0e4c55e431279d,"Merge pull request #384 from jonsequitur/fix-377",True,"The commit title and PR indicates a fix for issue #377","{""IsBugFix"": true, ""Reason"": ""The commit title and PR indicates a fix for issue #377""}"
88da73c7da02d31d50a5f79d5ca576ac3b3f2d4d,"Make tests depend on stable versions of packages (#379)",,"{""IsBugFix"": true, ""Reason"": ""Testing changes against stable versions often implies fixing bugs in the code""","{""IsBugFix"": true, ""Reason"": ""Testing changes against stable versions often implies fixing bugs in the code"""
26cd8579515de208853ac4284eec2df957e7a79d,"Merge pull request #385 from colombod/feature/xplot_nteract",False,"Indicator of a merge pull request and line count changes","{""IsBugFix"": false, ""Reason"": ""Indicator of a merge pull request and line count changes""}"
6826315fcbf7e4f19755dd99d322d7bbb7b7f0e6,"Merge pull request #387 from jonsequitur/change-issue-link",False,"The commit is a merge from another pull request and does not specify fixing bugs","{""IsBugFix"": false, ""Reason"": ""The commit is a merge from another pull request and does not specify fixing bugs""}"
4214be6c79923fd0f265dc8c3326286c65343424,"Fix verify command (#380)",True,"The commit message references fixing a specific issue (verify command) which indicates it was done as a bugfix.","{""IsBugFix"": true, ""Reason"": ""The commit message references fixing a specific issue (verify command) which indicates it was done as a bugfix.""}"
4b0d87009a2948d746818a34d5f4e95232f98894,"Verify should pass for the folder created by the demo command (#391)",True,"The commit message suggests a verification task was completed successfully as it states 'pass' for the folder which implies resolving an issue from previous tests.","{""IsBugFix"": true, ""Reason"": ""The commit message suggests a verification task was completed successfully as it states 'pass' for the folder which implies resolving an issue from previous tests.""}"
f819b227654940dd054a1e538cfbb53d48db87de,"Merge pull request #388 from colombod/feature/update_display",False,"The commit is a merge pull request indicating integration rather than fixing an existing bug.","{""IsBugFix"": false, ""Reason"": ""The commit is a merge pull request indicating integration rather than fixing an existing bug.""}"
6b22603c427df7a2cbfa241ad54391b7861e4322,"Merge pull request #394 from colombod/feature/incomplete_submission_csharp",False,"The commit is a merge pull request with no specific indication of fixing bugs","{""IsBugFix"": false, ""Reason"": ""The commit is a merge pull request with no specific indication of fixing bugs""}"
88b513406230521b0cb803e10a88c0a38e4e3818,"add simple `FSharpKernel` wrapper around fsi.exe (#357)",True,"Implementation of a wrapper could be related to addressing issues that might not have been explicitly labeled as bugs but can improve functionality or usability.","{""IsBugFix"": true, ""Reason"": ""Implementation of a wrapper could be related to addressing issues that might not have been explicitly labeled as bugs but can improve functionality or usability.""}"
da4832c730c6780fa0d452f90aaac066540b5a80,"Merge pull request #398 from colombod/feature/interrupt_kernel",False,"The commit is a merge request indicating integration rather than a fix","{""IsBugFix"": false, ""Reason"": ""The commit is a merge request indicating integration rather than a fix""}"
d5afefc09017440b96a0363daf2254aa31612502,"update FSharpKernel to use FSharp.Compiler.Scripting (#399)",True,"Update to FSharpKernel likely involves fixing bugs due to the significant number of lines changed (Added and Deleted)","{""IsBugFix"": true, ""Reason"": ""Update to FSharpKernel likely involves fixing bugs due to the significant number of lines changed (Added and Deleted)""}"
905d6091844b4563a093a6680450ce2796ee9913,"Merge pull request #392 from jonsequitur/magic",False,"This is a merge commit from another branch which does not directly imply fixing a bug.","{""IsBugFix"": false, ""Reason"": ""This is a merge commit from another branch which does not directly imply fixing a bug.""}"
01844d3e79bd7bef58b7fe7570104de97bafe3bc,"Merge pull request #402 from dotnet/dependabot/npm_and_yarn/Microsoft.DotNet.Try.Client/eslint-utils-1.4.2",False,"This is a merge pull request and does not specify fixing any bugs","{""IsBugFix"": false, ""Reason"": ""This is a merge pull request and does not specify fixing any bugs""}"
52963116ee1675ab8be003940c14e043fdcf9900,"Merge pull request #401 from colombod/feature/incomplete_submission",False,"A merge pull request typically involves integrating code from another branch, not explicitly fixing a bug","{""IsBugFix"": false, ""Reason"": ""A merge pull request typically involves integrating code from another branch, not explicitly fixing a bug""}"
1bc35896af1b77c246032e51f7c059c9a701ed46,"Remove need to escape nested command in json api (#403)",True,"Specific issue related to JSON API command handling was identified and resolved","{""IsBugFix"": true, ""Reason"": ""Specific issue related to JSON API command handling was identified and resolved""}"
07e76c01e0f367baf96140f8ecdfa3363214a687,"Move the DirectoryAccessor and related classes to MLS.Agent.Tools (#400)",True,"Moving classes is usually a refactoring step for improving code organization which can indirectly fix issues related to maintainability and clarity. Assuming that the directory accessor was causing problems in these areas or had potential maintenance concerns.","{""IsBugFix"": true, ""Reason"": ""Moving classes is usually a refactoring step for improving code organization which can indirectly fix issues related to maintainability and clarity. Assuming that the directory accessor was causing problems in these areas or had potential maintenance concerns.""}"
3c3ab71af6ed2160ec6f72733ae1e3ff4c31f349,"Merge pull request #404 from jonsequitur/magic-2",False,"This is a merge pull request without any explicit fixes","{""IsBugFix"": false, ""Reason"": ""This is a merge pull request without any explicit fixes""}"
7d1dd593bab0172a981b7f8618960dc105ffdae1,"Merge pull request #406 from colombod/feature/split_value_events",False,"The commit is a merge from another feature and not directly fixing a bug.","{""IsBugFix"": false, ""Reason"": ""The commit is a merge from another feature and not directly fixing a bug.""}"
f79ef5cc022b81e024eac68927eff83f9f25355d,"Merge pull request #409 from colombod/feature/default_enum_value",False,"Merge pull request indicates integration of feature or other changes rather than a bugfix commit","{""IsBugFix"": false, ""Reason"": ""Merge pull request indicates integration of feature or other changes rather than a bugfix commit""}"
3c945faa4765c25a2c80f0322a060a8170350722,"add HTML-helper DSL to FSharpKernel (#405)",False,"Introducing new features/tools is not typically a bugfix commit","{""IsBugFix"": false, ""Reason"": ""Introducing new features/tools is not typically a bugfix commit""}"
1283b89be0ca8b9ad769c1e7a05abc7322273da6,"remove IVT (#417)",True,"The commit message indicates a specific issue (IVT) was removed, which implies it was likely an issue/bug.","{""IsBugFix"": true, ""Reason"": ""The commit message indicates a specific issue (IVT) was removed, which implies it was likely an issue/bug.""}"
95b13ff45f17dc2366a07fd4a3d6f0b153a9123b,"Merge pull request #415 from colombod/feature/alig_json_serialization",False,"This is a merge pull request with no direct indication of fixing related errors or bugs","{""IsBugFix"": false, ""Reason"": ""This is a merge pull request with no direct indication of fixing related errors or bugs""}"
fa83059c53bcae983cb110c2ddb25ade3891d8aa,"deploy separate kernelspec files for C# and F# (#416)",False,"The message indicates a project management task rather than fixing a bug.","{""IsBugFix"": false, ""Reason"": ""The message indicates a project management task rather than fixing a bug.""}"
b1f6a52b30a4ffbc8027755cbc6dc6d311fcdda2,"Merge pull request #419 from colombod/feature/diplay_data_fix",False,"The commit is a merge from another branch with the word 'fix' in the title, but it doesn't provide details about resolving a specific bug.","{""IsBugFix"": false, ""Reason"": ""The commit is a merge from another branch with the word 'fix' in the title, but it doesn't provide details about resolving a specific bug.""}"
937e605ee94141ac85b291ddc5afa28e620eb93a,"Merge pull request #420 from jonsequitur/magic-3",False,"The commit is a merge pull request and does not directly address fixing bugs","{""IsBugFix"": false, ""Reason"": ""The commit is a merge pull request and does not directly address fixing bugs""}"
b08ee376fffc5804bf89282fb543a2ad5accdf35,"Merge pull request #422 from colombod/feature/command_line_parsing_error",False,"The commit is a merge pull request and doesn't directly fix an issue","{""IsBugFix"": false, ""Reason"": ""The commit is a merge pull request and doesn't directly fix an issue""}"
c3225a3b4a4a433a778ca1c98f39c0c951c83089,"Load native dependencies (#413)",True,"Changing dependencies can be part of a bug fix if the original ones caused issues.","{""IsBugFix"": true, ""Reason"": ""Changing dependencies can be part of a bug fix if the original ones caused issues.""}"
38eb1b5d2af044a6844e802c41013c118c5087bf,"Merge pull request #414 from colombod/feature/interrupt_evaluation",False,"The merge request's description refers to adding a new feature for interrupt evaluation rather than fixing an existing bug.","{""IsBugFix"": false, ""Reason"": ""The merge request's description refers to adding a new feature for interrupt evaluation rather than fixing an existing bug.""}"
b1b704a178b8b9b8f23041dcb8c33abf11bbc5d4,"ensure assembly version numbers match package version (#424)",False,"Ensuring version numbers match is a configuration task","{""IsBugFix"": false, ""Reason"": ""Ensuring version numbers match is a configuration task""}"
3a98248846ce070777c5c72e063c93671b4ad9cd,"Load extensions using #r nuget  directive (#396)",True,"Using #r directive to load extensions can fix dependency issues","{""IsBugFix"": true, ""Reason"": ""Using #r directive to load extensions can fix dependency issues""}"
75093ef10e6c37e49adc68acd504d99c8e34b9bd,"Merge pull request #426 from jonsequitur/pipeline-fixes-and-ScriptState-access",False,"The commit is a merge pull request which indicates it could be integrating fixes from another repository rather than fixing an existing bug.","{""IsBugFix"": false, ""Reason"": ""The commit is a merge pull request which indicates it could be integrating fixes from another repository rather than fixing an existing bug.""}"
d4ad8ba726a0d45a6ca5134b99980b041f0249f9,"Merge pull request #430 from colombod/feature/improve_protocol_correctnes",False,"This represents a merge pull request rather than a direct bug fix","{""IsBugFix"": false, ""Reason"": ""This represents a merge pull request rather than a direct bug fix""}"
d3fae9269996312b749f2704ef64bf7a4e1364f4,"Merge pull request #432 from colombod/feature/improve_protocol_correctnes",False,"The commit is a merge pull request and does not contain any direct changes to fix bugs","{""IsBugFix"": false, ""Reason"": ""The commit is a merge pull request and does not contain any direct changes to fix bugs""}"
18b6fba750dac941fdbbb81f393afd0fb4b7d8bf,"Progress reporting for #r nuget (#431)",False,"The commit message indicates progress reporting, which is not addressing a bug; it's more of a feature enhancement or documentation update","{""IsBugFix"": false, ""Reason"": ""The commit message indicates progress reporting, which is not addressing a bug; it's more of a feature enhancement or documentation update""}"
4713ddccd985e180250ba71cd78622b22dbf4824,"Merge pull request #433 from jonsequitur/time-magic",False,"The commit is a merge and does not specify any bug fix","{""IsBugFix"": false, ""Reason"": ""The commit is a merge and does not specify any bug fix""}"
e4cb91247a3fb407c4c50070d10f0009c4c45eac,"update internal machine pool (#436)",True,"The commit message indicates an update which could be considered a bugfix for internal system optimization.","{""IsBugFix"": true, ""Reason"": ""The commit message indicates an update which could be considered a bugfix for internal system optimization.""}"
4de20eaff334d9fa74ed6094c45e0342728a0b46,"Make package logging more explicit (#435)",False,"Improving package logging clarity","{""IsBugFix"": false, ""Reason"": ""Improving package logging clarity""}"
3834f4cb1beaf07c70d597a8ea87c47a51d4cb26,"auto-reference XPlot from F# kernel (#438)",True,"Fixed auto-referencing issue in XPlot","{""IsBugFix"": true, ""Reason"": ""Fixed auto-referencing issue in XPlot""}"
39b16c6217dbe4e1cf2487b82f447459086d52a1,"Merge pull request #439 from jonsequitur/awaitable-kernel-state-changes",False,"A merge pull request, which typically involves integrating changes without specific detail on bugfixing","{""IsBugFix"": false, ""Reason"": ""A merge pull request, which typically involves integrating changes without specific detail on bugfixing""}"
ad41350ee92ac2636d444c4c24efd7594f3098d1,"Merge pull request #441 from colombod/feature/message_switch",False,"A merge pull request typically involves integrating changes from a branch into another and does not specify fixing a bug.","{""IsBugFix"": false, ""Reason"": ""A merge pull request typically involves integrating changes from a branch into another and does not specify fixing a bug.""}"
ab4bc5e56cee39f8473393115f15335385a37dac,"Use msbuild to get the path of the nuget packages (#440)",False,"The commit is related to building a tool or requesting information that does not indicate fixing bugs","{""IsBugFix"": false, ""Reason"": ""The commit is related to building a tool or requesting information that does not indicate fixing bugs""}"
72dfa6d58a30643cbf3eaade68e3adc9a36a452d,"update to latest arcade SDK (#442)",False,"Updating SDK rather than fixing existing code issues","{""IsBugFix"": false, ""Reason"": ""Updating SDK rather than fixing existing code issues""}"
3345e53a74ef69df3bdf801938e8b98e2b25b9ec,"build pre-release versions of the appropriate packages (#443)",False,"Building pre-releases indicates a new release process rather than fixing bugs","{""IsBugFix"": false, ""Reason"": ""Building pre-releases indicates a new release process rather than fixing bugs""}"
1ca9851c74116a9b6ce861b7b0473686557db1a1,"Improve api for awaiting kernel idle (#444)",True,"Improving API can be a bugfix if it resolves existing issue","{""IsBugFix"": true, ""Reason"": ""Improving API can be a bugfix if it resolves existing issue""}"
f43d98c459ee8c07f3ac7dd0afbdcfb5e9654e75,"Merge pull request #446 from colombod/feature/upgrade_roslyn",False,"The commit message indicates a merge from another PR rather than a direct bugfix","{""IsBugFix"": false, ""Reason"": ""The commit message indicates a merge from another PR rather than a direct bugfix""}"
fbe41c01542ebc5dc1a42a5b6acf7a4333743b4f,"Merge pull request #448 from colombod/feature/nuget_loading_does_not_complete",True,"The commit is a merge for feature improvement related to NuGet loading","{""IsBugFix"": true, ""Reason"": ""The commit is a merge for feature improvement related to NuGet loading"" }"
850e9856db6e1e96dace133fe1d3eb50f5cb1792,"Merge pull request #447 from colombod/feature/update_packages",False,"This merge represents a feature update rather than fixing an existing bug","{""IsBugFix"": false, ""Reason"": ""This merge represents a feature update rather than fixing an existing bug""}"
e18deb847331c0afa89d1f116f57277a7fd23066,"Merge pull request #450 from akshita31/imporve_discovery",False,"Pull request merge without specific details on the functionality or problem","{""IsBugFix"": false, ""Reason"": ""Pull request merge without specific details on the functionality or problem""}"
91ff6e81150397499a8d215bd80cdab18192a5c7,"Merge pull request #451 from akshita31/add_logging",,"{""IsBugFix"": false, ""Reason"": ""This is a merge pull request which implies the incorporation of changes from another branch rather than fixing existing bugs""}.","{""IsBugFix"": false, ""Reason"": ""This is a merge pull request which implies the incorporation of changes from another branch rather than fixing existing bugs""}."
b25dce0429e436e1294a9779b0065ffb69fca4df,"Merge pull request #452 from colombod/feature/fix_jupyter_lab",False,"Merge indicates integration of changes rather than a direct bugfix","{""IsBugFix"": false, ""Reason"": ""Merge indicates integration of changes rather than a direct bugfix""}"
7c88dc7480fc47cb5c63d22cb610a4782b66c0ff,"Merge pull request #425 from colombod/feature/notebook_examples",False,"A merge pull request is not necessarily related to bugfixing and can include feature implementations or refactorings.","{""IsBugFix"": false, ""Reason"": ""A merge pull request is not necessarily related to bugfixing and can include feature implementations or refactorings.""}"
354c3abfa0b13b43032d138c81dd6bb81330219f,"Merge pull request #455 from colombod/feature/notebook_examples",False,"The commit is a merge and not explicitly mentioning fixing any bugs","{""IsBugFix"": false, ""Reason"": ""The commit is a merge and not explicitly mentioning fixing any bugs""}"
