Sha,Message,IsBugFix,Message,Response
d06cd0e8520e700b0b37f16ab36578b4f1f20a87,"Update README badges to point to dnceng (#811)",False,"Changes to documentation and not code functionality","{""IsBugFix"": false, ""Reason"": ""Changes to documentation and not code functionality""}"
9383dd126d0a2dca38713a7c3a7fb73526cfe855,"Update badges to new definition name (#813)",False,"Updating badges does not fix a bug","{""IsBugFix"": false, ""Reason"": ""Updating badges does not fix a bug""}"
4460ca663855503363a969007c1bd174f226a0dd,"Converted normalizers to be estimators (#797)",True,"Conversion to estimator typically implies a change aiming at improving the performance or usability of the code rather than fixing a specific bug.","{""IsBugFix"": true, ""Reason"": ""Conversion to estimator typically implies a change aiming at improving the performance or usability of the code rather than fixing a specific bug.""}"
e443e2afcd39a8a363321d423e087c0569c0d4af,"Add release notes for ML.NET 0.5 (#808)",False,"The commit is related to documentation and versioning, not a bugfix","{""IsBugFix"": false, ""Reason"": ""The commit is related to documentation and versioning, not a bugfix""}"
fb08811c16c34042a697134849d1ef3db02f095c,"Misc SubComponent removals (#773)",True,"SubComponent removals might be related to fixing a specific bug or improving the codebase","{""IsBugFix"": true, ""Reason"": ""SubComponent removals might be related to fixing a specific bug or improving the codebase""}"
ff8e21b6850d42428a8b28f9f1355229dd916995,"In which a file name has an extra period removed. (#818)",True,"Removing an extra period from a file name is a fix for possible typo issues that could lead to incorrect path handling or functionality.","{""IsBugFix"": true, ""Reason"": ""Removing an extra period from a file name is a fix for possible typo issues that could lead to incorrect path handling or functionality.""}"
40c03f77e553cabe6ddaf086a0d6ae99857043bf,"Fix bounding checking error of SSE SumU intrinsic (#822)",True,"The commit message specifies fixing a specific issue related to SSE SumU intrinsic, indicating a bugfix.","{""IsBugFix"": true, ""Reason"": ""The commit message specifies fixing a specific issue related to SSE SumU intrinsic, indicating a bugfix.""}"
5a25ed1df8d618ae315aaa55e520dfaa50d94c01,"Update README.md for 0.5",False,"Updating documentation does not fix a bug","{""IsBugFix"": false, ""Reason"": ""Updating documentation does not fix a bug""}"
112e04487ca721dfcd9d8389bf58c39c068e48d5,"Ported some Sweeper tests (#768)",True,"Porting tests usually implies addressing issues found in previous test suites","{""IsBugFix"": true, ""Reason"": ""Porting tests usually implies addressing issues found in previous test suites""}"
183f573c0ddfd7d9ae58a3d73b0c763d05add1a4,"Pigsty examples (#812)",True,"A specific commit code-named 'Pigsty' was made on issue #812. The name suggests a solution to an existing problem (bug), as 'pigsty' often means chaos or disorder.","{""IsBugFix"": true, ""Reason"": ""A specific commit code-named 'Pigsty' was made on issue #812. The name suggests a solution to an existing problem (bug), as 'pigsty' often means chaos or disorder.""}"
5654d7265e54264db869bbc7fb0e3c1264091c21,"SDCA Regression and BinaryClassification Pigsty extensions (#837)",True,"Pigsty extensions changes hint at a bug being addressed","{""IsBugFix"": true, ""Reason"": ""Pigsty extensions changes hint at a bug being addressed""}"
7835cd208d2c1f6dfb04bb80ab95e3fd658798e9,"Some pigsty examples (#809)",True,"Changes in file suggest a potential bugfix; however, without specific context indicating that it fixes an issue, we cannot be certain.","{""IsBugFix"": true, ""Reason"": ""Changes in file suggest a potential bugfix; however, without specific context indicating that it fixes an issue, we cannot be certain.""}"
c502615992252c0a09b4b2479e2bcefe51237cc1," Enabled option to get multiple outputs from TF graphs (#814)",False,"New functionality enhancement","{""IsBugFix"": false, ""Reason"": ""New functionality enhancement""}"
c8de311476eb04dd4c8be1ad5b898487d66c9ef5,"Text estimator",True,"Introduction of a new feature ('Text estimator') may not be classified as bugfix per se unless it clarifies that the commit was made in response to addressing or preventing an issue related to text estimation.","{""IsBugFix"": true, ""Reason"": ""Introduction of a new feature ('Text estimator') may not be classified as bugfix per se unless it clarifies that the commit was made in response to addressing or preventing an issue related to text estimation.""}"
227d02af22daf7c8df5c17fa7d82b667a6a366dd,"Made IRowMapper take IRow for metadata (#728)",True,"Code improvement for IRowMapper by adding metadata handling","{""IsBugFix"": true, ""Reason"": ""Code improvement for IRowMapper by adding metadata handling""}"
985b5c1f3190374deeffa4388ab3e177e454f058,"SchemaShape.Column metadata is now SchemaShape not string array (#845)",True,"Changed data type for metadata to enhance readability and correctness","{""IsBugFix"": true, ""Reason"": ""Changed data type for metadata to enhance readability and correctness""}"
510382d2e3685fcf76ff22ea311c025df0f8fb27,"Remove SubComponent (#852)",True,"Removing a component is typically done to address issues or remove obsolete code.","{""IsBugFix"": true, ""Reason"": ""Removing a component is typically done to address issues or remove obsolete code.""}"
bd29c78d0cd112a4849a326b9006a5fd3f0f0400,"Statically Typed Normalizer Estimators (#843)",True,"Implementing static typing could resolve type-related bugs and improve code stability","{""IsBugFix"": true, ""Reason"": ""Implementing static typing could resolve type-related bugs and improve code stability""}"
44c6e902268d7877eba431c3f4973be0ec2231e0,"TensorFlow estimator (#840)",True,"Change to estimator structure indicates a fix for issue #840","{""IsBugFix"": true, ""Reason"": ""Change to estimator structure indicates a fix for issue #840""}"
d6be6dcf16bcfc5e9b18dbe697bf1d5b920b9856,"Remove SubComponent usage from ML.PipelineInference. (#817)",True,"Removing a component could be related to fixing an issue or improving the code structure","{""IsBugFix"": true, ""Reason"": ""Removing a component could be related to fixing an issue or improving the code structure""}"
4f1efeeb62ebbf81028670cdcec88dd36e75eba4,"Fixes #841 (#851)",True,"The commit addresses specific issues (#841 and #851) with deletions and additions of lines in a single file","{""IsBugFix"": true, ""Reason"": ""The commit addresses specific issues (#841 and #851) with deletions and additions of lines in a single file""}"
df499aa9ea1d671e0df1c432622745c295e3e675,"Ap, LinearSVM, OGD as estimators (#849)",True,"Implementation of estimators indicates development work that could include bug fixes or enhancements","{""IsBugFix"": true, ""Reason"": ""Implementation of estimators indicates development work that could include bug fixes or enhancements""}"
a6e3c0a79c225c84f882cb8c8c6013f070cf0e7a,"retriggering build (#842)",True,"The message indicates a rebuild which might have been in response to a bug fix","{   ""IsBugFix"": true,   ""Reason"": ""The message indicates a rebuild which might have been in response to a bug fix"" }"
0727b95efb0a7273327a71915f31e303985976f2,"updating nuget version. Microsoft.ML.TensorFlow.TestModels. also fix typo (#874)",True,"Fixed typo in the code which may have caused confusion or issues","{""IsBugFix"": true, ""Reason"": ""Fixed typo in the code which may have caused confusion or issues""}"
ef5dbc5e9b46671d5a02690619bff20f5e7880ba,"Pigsty extensions for term estimators (#870)",True,"The commit message suggests that it's an enhancement for term estimators which implies improvement in functionality rather than a bug fix","{""IsBugFix"": true, ""Reason"": ""The commit message suggests that it's an enhancement for term estimators which implies improvement in functionality rather than a bug fix""}"
627ad795998896160e49b34074b172a247b04392,"Static pipeline column indexers, binary/regression evaluators (#869)",True,"The message indicates enhancements to a codebase which likely includes bug fixes due to mention of regression evaluators implying addressing issues from previous changes.","{""IsBugFix"": true, ""Reason"": ""The message indicates enhancements to a codebase which likely includes bug fixes due to mention of regression evaluators implying addressing issues from previous changes.""}"
f20a8e808e6eaaf9edf51c9a773a5ba9d5b5a748,"Remove CmdParser.GetConsoleWindowWidth. (#879)",True,"The commit directly addresses a specific issue (#879) by removing an unnecessary function.","{""IsBugFix"": true, ""Reason"": ""The commit directly addresses a specific issue (#879) by removing an unnecessary function.""}"
f0f04ef8854bd1ae05987072e2f0fd660d4be662,"Added Benchmark performance tests for wikidetoxData (#820)",True,"Adding benchmark tests indicates a fix for performance issues","{""IsBugFix"": true, ""Reason"": ""Adding benchmark tests indicates a fix for performance issues""}"
5666dd16ed2cbb071f17b0d1e11c0a2b3e1c543b,"Handle inputs with unknown shapes in TensorFlow (#857)",True,"Specific commit message addresses solving a previously reported issue","{""IsBugFix"": true, ""Reason"": ""Specific commit message addresses solving a previously reported issue""}"
c01c46fe70b117aa3be854b68835f7f3c7a1431f,"TensorFlow static extensions, SDCA multiclass static extensions (#882)",True,"Fixed an existing issue in TensorFlow related to static extensions for SDCA multiclass","{    ""IsBugFix"": true,    ""Reason"": ""Fixed an existing issue in TensorFlow related to static extensions for SDCA multiclass"" }"
97cc1043c7962d8f6074366991fa0a8c636039ef,"Concat estimator with pigsty extensions for ConcatWith, AsVector (#881)",True,"Introduced extensions to the estimator likely for fixing related bugs or issues","{    ""IsBugFix"": true,    ""Reason"": ""Introduced extensions to the estimator likely for fixing related bugs or issues"" }"
6ed90b713f0dbf51a355dab189988554991a7b16,"Converted KeyToValue to estimator (#856)",True,"Conversion of a method could be part of improving the codebase and fixing issues related to estimation logic.","{""IsBugFix"": true, ""Reason"": ""Conversion of a method could be part of improving the codebase and fixing issues related to estimation logic.""}"
52aff025df29cc02c00999c5ca4a0833a658d142,"Add TensorFlow documentation to the main class, and include examples on it.  (#867)",False,"Documentation improvement","{""IsBugFix"": false, ""Reason"": ""Documentation improvement""}"
356cad46f902e2238760707994e3e59f85973ccf,"KeyToVector estimators (#858)",True,"Large number of modified lines & key functional changes","{""IsBugFix"": true, ""Reason"": ""Large number of modified lines & key functional changes""}"
2e1fa4e257ea575a1c943a3f8ed738f575a0b1b0,"updated version number for MlNetMklDeps package (#860)",,"{""IsBugFix"": true, ""Reason"": ""Version bump usually indicates a bugfix"" given the context of versioning practices.""}","{""IsBugFix"": true, ""Reason"": ""Version bump usually indicates a bugfix"" given the context of versioning practices.""}"
4e0800c652e981d12a04099262aadea1181aa76a,"WordEmbedding Tests added plus added dimension check for the first row (#880)",True,"Tests are related to bug detection/fixing","{""IsBugFix"": true, ""Reason"": ""Tests are related to bug detection/fixing""}"
2c0bb2199c8960dabc130b6f19980b2493a922f4,"Fix bug in pixel extractor transform, and add more unit tests. (#900)",True,"Intent to fix a specific bug noted by issue #900","{""IsBugFix"": true, ""Reason"": ""Intent to fix a specific bug noted by issue #900""}"
66de9a4fb60dc0587c6f760157b6dee167004b73,"Legacy API namespace rename",True,"Renaming a namespace for clarity could indicate a bugfix if it resolved issues related to the legacy API.","{""IsBugFix"": true, ""Reason"": ""Renaming a namespace for clarity could indicate a bugfix if it resolved issues related to the legacy API.""}"
bebf5232c775668865c812aae658d56f931a466f,"Ova and Pkpd as estimators (#865)",True,"Improving estimators suggests a bugfix related to statistical estimation issues","{""IsBugFix"": true, ""Reason"": ""Improving estimators suggests a bugfix related to statistical estimation issues""}"
a901048138d77daae877264242d5c8be93ca7bb9,"Fix for trainer estimator metadata propagation (#909)",True,"The message specifically mentions a fix for an issue (trainer estimator metadata propagation), indicating it is likely a bugfix commit.","{""IsBugFix"": true, ""Reason"": ""The message specifically mentions a fix for an issue (trainer estimator metadata propagation), indicating it is likely a bugfix commit.""}"
9d583b6b1343e721f7d1033b6c69d4f2fcf105cb,"Move HTTP links to HTTPS (when the content matches)",True,"Improving security by directing HTTP links to HTTPS","{""IsBugFix"": true, ""Reason"": ""Improving security by directing HTTP links to HTTPS""}"
a8cd341f8c03985aaea216e8c911c466ad020b1e,"Move IComponentFactory from EntryPoints namespace (#887)",True,"Renaming a component suggests an improvement in structure and potential bug resolution","{""IsBugFix"": true, ""Reason"": ""Renaming a component suggests an improvement in structure and potential bug resolution""}"
4cb7dd9047b4c456e81ba014c664c27efe217351,"Transformer for Concat (#896)",True,"Working on a specific issue (#896) implies fixing or addressing a bug","{""IsBugFix"": true, ""Reason"": ""Working on a specific issue (#896) implies fixing or addressing a bug""}"
8ac5ce85cab0c82c536a3e98696b37d6df1405cd,"Allow ComponentCatalog to look for private static Create constuctors",True,"Modifying access to private constructors can be part of a bugfix if it was previously exposed and causing issues","{""IsBugFix"": true, ""Reason"": ""Modifying access to private constructors can be part of a bugfix if it was previously exposed and causing issues""}"
345a5c2f2f16087f3aa7f606799b812ac9fa38a5,"Fixes for General Additive Models (#743)",True,"The commit message explicitly states it's a fix for General Additive Models issue #743","{""IsBugFix"": true, ""Reason"": ""The commit message explicitly states it's a fix for General Additive Models issue #743""}"
c4a7e4c4e3b25fb4d65031fb7b50e62d191d393a,"Fix duplicate transform friendly name for Term (#926)",True,"Specifically fixed a duplicate issue for Term","{""IsBugFix"": true, ""Reason"": ""Specifically fixed a duplicate issue for Term""}"
a8b844ccee21b7639e1b0c24fefd1e69088f0d7e,"Rename Microsoft.ML to Microsoft.ML.Legacy (#920)",True,"Renaming a library or set of files usually resolves issues from outdated dependencies and improves compatibility.","{""IsBugFix"": true, ""Reason"": ""Renaming a library or set of files usually resolves issues from outdated dependencies and improves compatibility.""}"
160b0dfa8de334c8c6db3e0bf58653def0cea171,"Renamed TlcEnvironment to Console. Also introduced LocalEnvironment (#923)",True,"Code refactoring for clarity","{""IsBugFix"": true, ""Reason"": ""Code refactoring for clarity""}"
5e2ed11fba6ebcf0d093bbac6cc0b25fd692a1b8,"Categorical estimator (#899)",True,"A commit with a message indicating an improvement in estimator which may imply addressing a flaw","{""IsBugFix"": true, ""Reason"": ""A commit with a message indicating an improvement in estimator which may imply addressing a flaw""}"
350f77fb43723f55fe34fd4554e8ae72aceaf63f,"Cleanup ComponentCatalog code (#886)",True,"The commit message indicates cleanup which typically aims to improve code quality or fix issues related to the specific area mentioned.","{""IsBugFix"": true, ""Reason"": ""The commit message indicates cleanup which typically aims to improve code quality or fix issues related to the specific area mentioned.""}"
e78971ea6fd736038b4c355b840e5cbabae8cb55,"substituted winequality dataset with machine generated dataset (#937)",True,"Substitution of dataset implies fixing issues related to the previous dataset","{""IsBugFix"": true, ""Reason"": ""Substitution of dataset implies fixing issues related to the previous dataset""}"
f063151374a1102ad51e26811b2117f758d6ff69,"Transform wrappers and a reference implementation for tokenizers (#931)",True,"Introduction of new functionality (tokenizers) is not typically a bugfix but can be considered one if it resolves an existing issue related to the old behavior","{""IsBugFix"": true, ""Reason"": ""Introduction of new functionality (tokenizers) is not typically a bugfix but can be considered one if it resolves an existing issue related to the old behavior"" }"
e4987f8d49bca5880c46e44f15e018b00bd20391,"Converted WordEmbeddingsTransform into Estimator. (#928)",True,"Conversion from one class to another can imply fixing previous limitations or inefficiencies","{""IsBugFix"": true, ""Reason"": ""Conversion from one class to another can imply fixing previous limitations or inefficiencies""}"
d13b415fe58d773e4431984486b89d83d91c043c,"Tree estimators (#855)",True,"Improvement of existing tree estimators","{""IsBugFix"": true, ""Reason"": ""Improvement of existing tree estimators""}"
731381cde92c1c069629858e6e47620fa50579f1,"NAReplace estimator (#917)",True,"Estimator replaced indicates fixing an issue","{   ""IsBugFix"": true,   ""Reason"": ""Estimator replaced indicates fixing an issue"" }"
7b1c7d7e6e35e726c14f4b9a6864e0710c356d81,"Conversion of prior and random trainers to estimators (#876)",True,"Trainers to estimators conversion suggests a fix to improve code functionality","{""IsBugFix"": true, ""Reason"": ""Trainers to estimators conversion suggests a fix to improve code functionality""}"
1e7b8be855210f2bd8adbd532396a1840a20541d,"Replace DV data type system with .NET standard type system. (#863)",False,"Adapting data types for compatibility does not directly fix a bug","{""IsBugFix"": false, ""Reason"": ""Adapting data types for compatibility does not directly fix a bug""}"
86f4d932b47fbd5abc3e9df89dd7ab3d9aacd07b,"Added Numeric Ranking Performance Tests (#888)",True,"Introduction of performance tests implies fixing or improving existing bugs related to ranking features","{""IsBugFix"": true, ""Reason"": ""Introduction of performance tests implies fixing or improving existing bugs related to ranking features""}"
a627d5b02d14ff21c1a31a94b1904261211431f6,"Create API for extracting information about the nodes in a TensorFlow model (#862)",False,"Creating new API functionality does not fix a bug","{""IsBugFix"": false, ""Reason"": ""Creating new API functionality does not fix a bug""}"
044a6d3cf35a8076ecbbcca5cdb61b2f722f94e1," FAFM to estimator (#912)",True,"FAFM to estimator suggests a bug fix related to the feature adjustment","{""IsBugFix"": true, ""Reason"": ""FAFM to estimator suggests a bug fix related to the feature adjustment""}"
6812cb565ebaa522685571103a4e441ee908dbb0,"Enabling DI framework to scan the constructors with non-public visibility",True,"Enabling DI framework for improved dependency management","{""IsBugFix"": true, ""Reason"": ""Enabling DI framework for improved dependency management""}"
95cedf56251650b4f54511a2969cb9e236095783,"Hash estimator (#944)",True,"Creating a hash estimator suggests addressing an estimation issue which can be considered as fixing a bug related to inaccurate estimates.","{""IsBugFix"": true, ""Reason"": ""Creating a hash estimator suggests addressing an estimation issue which can be considered as fixing a bug related to inaccurate estimates.""}"
e66e79bcf312363b73ac1e4f913c78203dea3081,"Converted LpNorm, GcNorm and Whitening transforms into transformers/estimators… (#961)",True,"Converting transformers into estimators could be a bug fix if it resolved specific issues in data processing.","{""IsBugFix"": true, ""Reason"": ""Converting transformers into estimators could be a bug fix if it resolved specific issues in data processing.""}"
b88d3460398c5b95745b476e40dd836f8f788cf6,"LightGBM,  Tweedie, and GAM trainers converted to tainerEstimators (#962)",True,"Conversion to tainerEstimators likely improves usability or functionality","{""IsBugFix"": true, ""Reason"": ""Conversion to tainerEstimators likely improves usability or functionality""}"
fe1388c55ae209c992b5de83a21b9177468a6f69,"Update private and constant variable names (#943)",True,"Renaming variables can be a part of bugfixes if it was a naming issue leading to bugs","{""IsBugFix"": true, ""Reason"": ""Renaming variables can be a part of bugfixes if it was a naming issue leading to bugs""}"
9a6c384abc466053ffabc2edd34fd1aec3d22320,"Converted listed text transforms into transformers/estimators. (#953)",True,"Implementing text transforms likely indicates a modification to improve functionality","{""IsBugFix"": true, ""Reason"": ""Implementing text transforms likely indicates a modification to improve functionality""}"
ecb9126691401a3142e59139290bf78ed9bc68ad,"ML.Net nuget missing a dependency on System.Collections.Immutable (#981)",True,"Fixed a missing dependency issue","{""IsBugFix"": true, ""Reason"": ""Fixed a missing dependency issue""}"
3e53e392bcd4d33b7efc3784c9b58a8a6c3b2602,"Binary train context with evaluation and SDCA (#967)",,"Given the nature of this commit message and its contents, we cannot determine it to be a bugfix outright. The primary indicators that suggest non-bug fixing are:  1. The use of technical terms like 'Binary train context', which implies an architectural or feature implementation change rather than bug resolution","Given the nature of this commit message and its contents, we cannot determine it to be a bugfix outright. The primary indicators that suggest non-bug fixing are:  1. The use of technical terms like 'Binary train context', which implies an architectural or feature implementation change rather than bug resolution"
46ba4306cec5ccbbcad91d407efa052a8a6dbac8,"PredictionEngine uses IRowToRowMapper, ITransformer can create IRowToRowMapper (#973)",False,"Change in design pattern without specifying it fixes a bug","{""IsBugFix"": false, ""Reason"": ""Change in design pattern without specifying it fixes a bug""}"
febbec9dc347182f507703afe3f056f345fc3d84,"Added the GetColumn functionality to dynamic API (#940)",False,"Development of new functionality","{""IsBugFix"": false, ""Reason"": ""Development of new functionality""}"
1f5f69645f83a2b7589f7f959bdb898fbb2a0b9f,"undoing test changes (#974)",True,"Changing tests typically suggests addressing a bug but can also relate to fixing a previous issue with the test suite or code.","{""IsBugFix"": true, ""Reason"": ""Changing tests typically suggests addressing a bug but can also relate to fixing a previous issue with the test suite or code.""}"
b88cc09296917bbfb87a0e958a158c1b3aba8a10,"Different config files for train and predict benchmarks (#954)",True,"Introducing different configurations for distinct purposes can be a bugfix if it resolves an issue in the benchmarking process that had caused discrepancies or errors.","{""IsBugFix"": true, ""Reason"": ""Introducing different configurations for distinct purposes can be a bugfix if it resolves an issue in the benchmarking process that had caused discrepancies or errors.""}"
eb264892e75219b1f191d3c35fcbc636186b8acf,"Extended contexts to regression and multiclass, added FFM pigstension",True,"Extended contexts to regression and multiclass implies a fix related to functionality changes (bug fixes), but without explicit mention of error handling or correcting erroneous behavior, it's not definitive.","{""IsBugFix"": true, ""Reason"": ""Extended contexts to regression and multiclass implies a fix related to functionality changes (bug fixes), but without explicit mention of error handling or correcting erroneous behavior, it's not definitive.""}"
fe0790768c329cbc48f73cf337ec564390cfed07,"Add analayzer to nuget (#999)",True,"Deployment of an analyzer is typically for bug prevention or detection","{""IsBugFix"": true, ""Reason"": ""Deployment of an analyzer is typically for bug prevention or detection""}"
5874e16fd652d93630e0622a756f1b913ca8ea55," Converted LdaTransform into Transformer using TransformWrapper. (#972)",True,"Mention of converting a component could imply resolving issues or improving functionality with Transformer","{""IsBugFix"": true, ""Reason"": ""Mention of converting a component could imply resolving issues or improving functionality with Transformer""}"
b7901957eeb7d328d9f36a6bf2386040e048949c,"Rename the static pipeline namespace. (#1007)",False,"Renaming namespace is a cosmetic change","{""IsBugFix"": false, ""Reason"": ""Renaming namespace is a cosmetic change""}"
a18d296dee3e48f8b03e4e062c3206f8d596ebac,"Conversion of ordinary least square linear regression (OlsLinearRegression) to estimator (#1002)",True,"Implementing estimator from OLSLinearRegression can fix issues with less efficient or outdated linear regression implementation.","{""IsBugFix"": true, ""Reason"": ""Implementing estimator from OLSLinearRegression can fix issues with less efficient or outdated linear regression implementation.""}"
655c2e29421f5c44133ed6515374e48cf42868a2,"ColumnNameAttribute is respected by TextLoader",False,"Although it might be a regression fix or UI/UX improvement, it's not explicitly addressing a bug.","{""IsBugFix"": false, ""Reason"": ""Although it might be a regression fix or UI/UX improvement, it's not explicitly addressing a bug.""}"
a02807c7a805b72ef12970a37279c8cec4ea667d,"ComponentCatalog refactor (#970)",True,"Large refactoring which can imply fixing a complex issue or improving the codebase","{    ""IsBugFix"": true,    ""Reason"": ""Large refactoring which can imply fixing a complex issue or improving the codebase"" }"
893a3852bded9b8785b39e7973c02758069621b8,"Enable TensorFlowTransform to work with pre-trained models that are not frozen (#853)",True,"Enabling functionality for pre-trained models is a bugfix","{""IsBugFix"": true, ""Reason"": ""Enabling functionality for pre-trained models is a bugfix""}"
330aa41cf09b985db5c7288ed90a8ec924d19127,"using TextLoader.Create instead of  env.CreateLoader (#1025)",True,"Switching methods can be a bugfix if the new method provides better stability or fixes known issues with the previous one","{""IsBugFix"": true, ""Reason"": ""Switching methods can be a bugfix if the new method provides better stability or fixes known issues with the previous one""}"
c0545a79e911638063bc416e89e4e38656994e70,"Conversion of Logistic, Multiclass Logistic, and Poisson Regression to estimators (#957)",True,"Conversion of regression models can address issues in prior implementations","{""IsBugFix"": true, ""Reason"": ""Conversion of regression models can address issues in prior implementations""}"
b4a95aaa1f37e773738e25266bccca78b4fe49a1,"PcaTrainer as estimator (#996)",True,"Creating PcaTrainer as an estimator implies addressing development or feature enhancement which could indirectly relate to fixing issues if the previous estimators were inadequate for prediction tasks.","{""IsBugFix"": true, ""Reason"": ""Creating PcaTrainer as an estimator implies addressing development or feature enhancement which could indirectly relate to fixing issues if the previous estimators were inadequate for prediction tasks.""}"
ab32439651d82deec76e36bdac34f0e975190769,"Conversion of Parallel Stochastic Gradient Descent (SymSGD) to estimator (#1012)",True,"Conversion between algorithms is aimed at optimizing performance which can be considered a bugfix for inefficiencies or suboptimal implementations.","{""IsBugFix"": true, ""Reason"": ""Conversion between algorithms is aimed at optimizing performance which can be considered a bugfix for inefficiencies or suboptimal implementations.""}"
b270b4d6b774a37e08321ba766aa8c15e81dfe77,"Adding the extension methods for FastTree classification and regression (#1009)",True,"The commit message includes improvements to the FastTree classification and regression capabilities which can be assumed as addressing a previous bug or enhancing functionality.","{""IsBugFix"": true, ""Reason"": ""The commit message includes improvements to the FastTree classification and regression capabilities which can be assumed as addressing a previous bug or enhancing functionality.""}"
59a90e7b2974ac857d3fd62c2f9a3dba9384eb85,"Merge ModuleCatalog into ComponentCatalog. (#1022)",False,"The commit is a merge, not directly addressing bugs","{""IsBugFix"": false, ""Reason"": ""The commit is a merge, not directly addressing bugs""}"
b83151659fea5cc2c228b6e92eb2717681a19764,"Converted Feature selection transforms in to transformers/estimators. (#991)",True,"The commit is a refactor to enhance the code structure for feature selection by converting transforms into estimators/transformers which likely improves maintainability and could prevent potential bugs associated with previous implementation.","{""IsBugFix"": true, ""Reason"": ""The commit is a refactor to enhance the code structure for feature selection by converting transforms into estimators/transformers which likely improves maintainability and could prevent potential bugs associated with previous implementation.""}"
a01c80c679964920932b6ba2bb0bfcd631931b0d,"LightGbm pigstensions (#1020)",True,"Introduced 'pigstensions' suggests a feature or enhancement for Pig-related use cases (assuming no indication of regression)","{""IsBugFix"": true, ""Reason"": ""Introduced 'pigstensions' suggests a feature or enhancement for Pig-related use cases (assuming no indication of regression)""}"
dd4320d86614baa85d9e205a8b604ab9874b0589,"TrainTestSplit function (#1005)",True,"TrainTestSplit typically indicates fixing a problem related to splitting training and test datasets","{""IsBugFix"": true, ""Reason"": ""TrainTestSplit typically indicates fixing a problem related to splitting training and test datasets""}"
d7b062de20c091cb4af5f58dda4bd0b98ad66c3e,"Update our Windows CI leg to use the non-Hosted Windows queue (#1030)",False,"Changing workflow configuration","{""IsBugFix"": false, ""Reason"": ""Changing workflow configuration""}"
f6d850ffbb465a7e4e7d7e390f2a52f7fcbb3331,"Add OnnxTransform for scoring Onnx 1.2 models - integrates Microsoft.ML.Scoring/Sonoma Library (#942)",True,"Introduction of new feature for scoring Onnx models","{""IsBugFix"": true, ""Reason"": ""Introduction of new feature for scoring Onnx models""}"
36c75d9892f34f8ebffa2a9d6daa9adc04d2bcbb,"Adding benchmark test for PredictionEngine (#1014)",True,"Creating benchmark tests is often in response to a bug or performance issue","{""IsBugFix"": true, ""Reason"": ""Creating benchmark tests is often in response to a bug or performance issue""}"
d42963cf6576bd56abf0f6d26672bbf33e30c624,"Remove DnnAnalyzer from the Microsoft.ML.TensorFlow nuget (#1029)",True,"Removing a component can be part of fixing issues or improving the package","{""IsBugFix"": true, ""Reason"": ""Removing a component can be part of fixing issues or improving the package""}"
b87ae02e0894a55d32dd1a89be1805c2efc90c75,"Converted PcaTransform into Transformer using TransformerWrapper. (#1017)",True,"Modification from one implementation to another with potential bug fixes.","{""IsBugFix"": true, ""Reason"": ""Modification from one implementation to another with potential bug fixes.""}"
759ac33ef064c75cb977bfd6e6081186b295c6f5,"Bump master to 0.7 (#1037)",False,"Bumping version number","{""IsBugFix"": false, ""Reason"": ""Bumping version number""}"
a80e3d6ef4643a986a56c0a11b498a3de3f6238d,"Remove the error tracing when assembly loading fails for Maml. (#1058)",True,"The commit message suggests a fix for an issue related to assembly loading which indicates a bug was addressed.","{""IsBugFix"": true, ""Reason"": ""The commit message suggests a fix for an issue related to assembly loading which indicates a bug was addressed.""}"
437c1baf6b5f5c4d02273efc4601251fc6138146,"Use full test name (#1035)",True,"Related to a specific test which implies addressing an issue","{""IsBugFix"": true, ""Reason"": ""Related to a specific test which implies addressing an issue""}"
769b1eb985e412e7fc343d044dadbe9097c69a1a,"Provided the name for macOS 10.12 version. (#1070)",True,"Changed file name of macOS version","{    ""IsBugFix"": true,    ""Reason"": ""Changed file name of macOS version"" }"
7fde5a378cda9525dfb3f486e91e5fe30bfa0a10,"Finish the sentence in TextLoader static pipeline extension method (#1074)",True,"Extension method for TextLoader indicates a specific bugfix task","{""IsBugFix"": true, ""Reason"": ""Extension method for TextLoader indicates a specific bugfix task""}"
b871c862cf2c60738b8d86b7b582d68f3dc91d91,"Enabled Multiclass Logistic Regression Tests (#939)",True,"Introduction of multiclass logistic regression tests implies resolving issues or adding functionality","{""IsBugFix"": true, ""Reason"": ""Introduction of multiclass logistic regression tests implies resolving issues or adding functionality""}"
5b4284c2c96ad837e86c38a60147325eecdd827b,"Clarified roadmap to mention existence of current text/NLP features (#800)",False,"Communication and clarification contribute to project understanding, not fixing bugs","{""IsBugFix"": false, ""Reason"": ""Communication and clarification contribute to project understanding, not fixing bugs""}"
eb87467f4a716e0f78ce638d86d39b7164f8e258,"Updated documentation for TensorFlowTransform (#1077)",False,"The commit is related to documentation and not a direct fix of an existing bug","{""IsBugFix"": false, ""Reason"": ""The commit is related to documentation and not a direct fix of an existing bug""}"
8592d96f2ad585600f8d71885442062279c91188,"OnnxTransform: Fix 3 bugbash bugs (#1080)",True,"Message explicitly states 'fix' and references specific previous bugs","{""IsBugFix"": true, ""Reason"": ""Message explicitly states 'fix' and references specific previous bugs""}"
17ee205e585beb62777475af6d59cba816675eeb,"Fix the benchmarks (#1001)",True,"Directly mentions fixing benchmarks which is indicative of a bugfix commit","{""IsBugFix"": true, ""Reason"": ""Directly mentions fixing benchmarks which is indicative of a bugfix commit""}"
